841;0;3132.00;14.32;1328.00;0.00;0.20
863;0;3139.00;13.52;1327.00;0.00;0.08
895;0;3173.00;9.50;1329.00;0.00;0.28
976;0;959.00;13.10;1463.00;0.00;0.36
966;0;3146.00;12.90;1329.00;0.00;0.24
976;0;3153.00;11.45;1296.00;0.00;0.16
1106;0;3127.00;9.65;1290.00;0.00;0.24
1109;0;3165.00;10.15;1293.00;0.00;0.28
1164;0;3188.00;10.25;1236.00;0.00;0.16
1173;0;3147.00;9.67;1269.00;0.00;0.28
1205;0;3143.00;12.15;1303.00;0.00;0.20
3401;0;3198.40;9.50;1278.69;0.00;0.44
3526;0;3162.00;10.47;1343.00;0.00;0.20
3844;0;3158.00;10.57;1312.00;0.00;0.20
3864;0;3165.00;9.50;1310.00;0.00;0.20
3914;0;3132.00;12.42;1317.00;0.00;0.20
3936;0;3170.00;10.90;1338.00;0.00;0.20
3973;0;3154.00;10.10;1320.00;0.00;0.20
3980;0;3142.00;11.87;1323.00;0.00;0.16
3988;0;3160.00;10.70;1284.00;0.00;0.20
4078;0;3154.00;12.15;1276.00;0.00;0.32
4109;0;3176.00;9.97;1287.00;0.00;0.24
4170;0;3208.00;9.50;1233.00;0.00;0.16
4178;0;3160.00;9.50;1264.00;0.00;0.28
4193;0;3142.00;9.72;1281.00;0.00;0.24
6550;0;3212.20;9.60;1293.62;0.00;0.44
6930;0;3128.00;9.50;1308.00;0.00;0.16
6990;0;3178.00;9.75;1342.00;0.00;0.20
7096;0;3163.00;9.50;1278.00;0.00;0.24
7127;0;3177.00;11.85;1296.00;0.00;0.44
7211;0;3146.00;10.15;1287.00;0.00;0.20
8435;0;3215.12;10.40;1310.33;0.00;0.52
9791;0;3183.00;10.47;1347.00;0.00;0.16
9805;0;3125.00;10.62;1313.00;0.00;0.16
9837;0;3139.00;12.97;1336.00;0.00;0.20
9916;0;3133.00;9.55;1307.00;0.00;0.08
9930;0;3187.00;9.50;1340.00;0.00;0.24
9940;0;3197.00;11.42;1233.00;0.00;0.20
10163;0;3155.00;10.62;1334.00;0.00;0.24
10203;0;3114.00;9.60;1314.00;0.00;0.24
11774;0;3204.00;11.42;1344.00;0.00;0.20
11786;0;3146.00;9.95;1316.00;0.00;0.20
11818;0;3165.51;10.30;1337.44;0.00;0.16
11895;0;3150.00;11.17;1310.00;0.00;0.20
11905;0;3215.00;10.67;1348.00;0.00;0.28
11965;0;3172.00;9.50;1285.00;0.00;0.08
12001;0;3135.00;11.40;1301.00;0.00;0.24
12058;0;3178.00;10.92;1238.00;0.00;0.20
13364;0;3123.00;10.40;1317.00;0.00;0.16
13365;0;3126.00;11.95;1322.00;0.00;0.12
13366;0;3130.00;13.02;1320.00;0.00;0.20
13367;0;3182.00;9.50;1328.00;0.00;0.12
13368;0;3154.00;11.10;1326.00;0.00;0.24
13369;0;3159.00;10.20;1301.00;0.00;0.16
13370;0;3194.00;11.00;1345.00;0.00;0.20
13371;0;3187.00;11.22;1349.00;0.00;0.16
13372;0;3173.00;10.60;1347.00;0.00;0.16
13373;0;3151.00;14.05;1302.00;0.00;0.20
13374;0;3159.00;10.60;1306.00;0.00;0.12
13375;0;3145.00;12.07;1308.00;0.00;0.16
13376;0;3140.00;12.37;1315.00;0.00;0.20
13377;0;3136.00;13.75;1322.00;0.00;0.12
13378;0;3156.00;10.22;1316.00;0.00;0.12
13379;0;3142.00;9.80;1296.00;0.00;0.20
13380;0;3136.00;11.75;1311.00;0.00;0.20
13381;0;3130.00;10.32;1311.00;0.00;0.08
13382;0;3164.25;10.10;1335.04;0.00;0.08
841;1;3131.00;13.40;1326.50;-0.58;0.20
863;1;3139.00;13.55;1326.50;0.00;0.08
895;1;3174.50;9.55;1329.00;1.57;0.28
976;1;958.50;12.90;1458.50;-0.11;0.36
966;1;3145.50;12.45;1327.00;-0.24;0.24
976;1;3152.50;10.30;1294.50;-0.32;0.16
1106;1;3126.50;9.60;1290.00;4.71;0.24
1109;1;3167.00;9.50;1289.50;0.51;0.28
1164;1;3187.00;9.50;1235.00;-0.78;0.16
1173;1;3148.00;9.50;1267.00;0.46;0.28
1205;1;3143.00;11.90;1301.50;0.00;0.20
3401;1;3193.91;9.50;1283.63;4.05;0.44
3526;1;3159.50;10.20;1341.50;-1.03;0.20
3844;1;3156.00;10.35;1309.50;-0.67;0.20
3864;1;3165.50;9.50;1310.00;1.57;0.20
3914;1;3131.50;12.50;1315.50;-0.32;0.20
3936;1;3170.00;10.85;1335.50;0.00;0.20
3973;1;3151.50;10.40;1319.50;-1.37;0.20
3980;1;3142.50;11.45;1322.00;0.46;0.16
3988;1;3160.00;11.05;1283.00;0.00;0.20
4078;1;3156.00;12.20;1273.50;0.67;0.32
4109;1;3177.50;9.95;1286.00;0.98;0.24
4170;1;3209.00;9.50;1232.00;0.78;0.16
4178;1;3160.00;9.50;1260.50;0.00;0.28
4193;1;3140.00;9.50;1281.00;4.71;0.24
6550;1;3220.00;9.50;1283.00;1.10;0.44
6930;1;3128.50;9.50;1306.50;0.32;0.16
6990;1;3177.50;9.55;1340.00;-0.24;0.20
7096;1;3164.50;9.50;1277.00;0.98;0.24
7127;1;3180.00;9.50;1292.00;0.64;0.44
7211;1;3144.50;10.20;1285.50;-0.78;0.20
8435;1;3211.50;9.50;1311.50;0.66;0.52
9791;1;3184.50;10.50;1345.50;0.78;0.16
9805;1;3123.50;9.65;1312.00;-0.98;0.16
9837;1;3136.50;13.40;1333.50;-0.78;0.20
9916;1;3133.00;9.50;1306.00;0.00;0.08
9930;1;3187.50;9.50;1338.50;0.32;0.24
9940;1;3195.50;10.15;1231.00;-0.64;0.20
10163;1;3152.50;11.70;1332.50;-1.03;0.24
10203;1;3114.50;9.70;1314.00;1.57;0.24
11774;1;3203.00;10.12;1342.00;-0.46;0.20
11786;1;3147.50;9.80;1314.50;0.78;0.20
11818;1;3165.71;9.70;1332.47;0.46;0.16
11895;1;3151.00;11.60;1308.50;0.58;0.20
11905;1;3212.00;11.47;1343.00;-0.54;0.28
11965;1;3172.00;9.50;1284.50;0.00;0.08
12001;1;3133.50;10.70;1302.00;4.12;0.24
12058;1;3179.00;9.57;1236.00;0.46;0.20
13364;1;3123.50;10.60;1316.00;0.46;0.16
13365;1;3125.50;11.50;1320.50;-0.32;0.12
13366;1;3128.00;12.25;1317.50;-0.67;0.20
13367;1;3182.00;9.50;1328.50;3.14;0.12
13368;1;3151.00;10.70;1323.50;-0.87;0.24
13369;1;3161.50;10.75;1299.00;0.89;0.16
13370;1;3192.50;10.60;1344.00;-0.98;0.20
13371;1;3189.00;11.60;1347.50;0.92;0.16
13372;1;3172.50;10.10;1345.00;-0.24;0.16
13373;1;3151.00;14.00;1299.50;0.00;0.20
13374;1;3159.00;10.35;1305.00;0.00;0.12
13375;1;3147.50;13.05;1306.00;0.89;0.16
13376;1;3139.00;12.57;1314.00;-0.78;0.20
13377;1;3135.00;14.05;1321.00;-0.78;0.12
13378;1;3153.50;10.20;1315.50;-1.37;0.12
13379;1;3141.00;9.50;1294.00;-0.46;0.20
13380;1;3137.00;11.50;1308.50;0.38;0.20
13381;1;3129.50;9.90;1310.00;-0.46;0.08
13382;1;3163.88;10.20;1334.72;2.35;0.08
841;2;3132.00;13.65;1326.50;0.00;0.20
863;2;3137.00;14.07;1327.00;4.71;0.08
895;2;3168.50;9.70;1330.50;4.39;0.28
976;2;961.50;13.40;1458.50;0.50;0.36
966;2;3148.00;12.60;1327.50;0.92;0.24
976;2;3150.50;10.50;1295.50;-1.37;0.16
1106;2;3128.00;9.50;1295.50;2.96;0.24
1109;2;3166.50;9.50;1289.50;0.40;0.28
1164;2;3190.00;10.80;1235.50;1.32;0.16
1173;2;3145.50;9.70;1268.50;-1.24;0.28
1205;2;3144.50;12.60;1303.00;1.57;0.20
3401;2;3204.03;9.70;1268.53;1.19;0.44
3526;2;3161.50;10.40;1341.50;-0.32;0.20
3844;2;3157.00;10.37;1310.00;-0.46;0.20
3864;2;3162.50;10.00;1309.50;-1.37;0.20
3914;2;3130.50;12.60;1315.50;-0.78;0.20
3936;2;3168.00;10.60;1337.00;-1.10;0.20
3973;2;3155.00;10.15;1318.50;0.58;0.20
3980;2;3144.00;11.20;1322.00;1.10;0.16
3988;2;3162.50;9.90;1283.50;1.37;0.20
4078;2;3158.00;12.20;1273.50;1.01;0.32
4109;2;3174.50;9.80;1286.50;-1.24;0.24
4170;2;3205.50;9.65;1233.00;4.71;0.16
4178;2;3162.50;9.50;1263.50;1.37;0.28
4193;2;3144.00;9.70;1278.00;0.58;0.24
6550;2;3213.50;9.50;1289.00;3.70;0.44
6930;2;3129.50;9.65;1308.00;1.57;0.16
6990;2;3176.00;9.87;1341.00;-1.10;0.20
7096;2;3159.50;10.75;1278.00;4.71;0.24
7127;2;3181.00;9.50;1292.50;0.85;0.44
7211;2;3148.00;11.57;1285.00;0.78;0.20
