976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
976;floating_harbor;3192.00;9.50;1315.00;-3.79;11905
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
975;floating_harbor;3191.13;9.50;1331.74;-2.68;9930
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
974;floating_harbor;3162.00;9.50;1327.00;-3.14;11818
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
973;floating_harbor;3192.00;9.50;1315.00;-2.10;10163
