909;arms_factory;3162.00;11.45;1297.00;2.45;0
909;arms_factory;3159.00;10.43;1295.00;4.01;0
909;arms_factory;3149.00;13.95;1302.00;0.39;0
909;arms_factory;3144.00;12.48;1305.00;4.51;0
909;arms_factory;3158.00;12.03;1298.00;5.72;0
909;arms_factory;3156.00;11.05;1296.00;2.46;0
909;industrial_complex;3170.00;10.32;1294.00;5.12;0
909;industrial_complex;3154.00;13.93;1301.00;1.50;0
909;industrial_complex;3141.00;11.53;1301.00;4.17;0
909;industrial_complex;3154.00;13.28;1298.00;0.90;0
909;industrial_complex;3152.00;11.23;1296.00;2.11;0
909;industrial_complex;3156.00;11.70;1303.00;6.23;0
909;air_base;3150.00;14.05;1301.00;4.07;0
909;supply_node;3153.00;11.45;1296.00;1.52;0
909;supply_node;3168.41;10.30;1294.23;4.46;0
909;supply_node;3143.00;12.15;1303.00;5.94;0
909;supply_node;3177.00;11.85;1296.00;3.69;0
909;supply_node;3138.20;12.10;1303.40;0.35;0
909;supply_node;3159.69;11.50;1301.52;5.23;0
909;supply_node;3142.00;9.80;1296.00;5.87;0
909;supply_node;3150.00;14.03;1302.00;1.06;0
909;naval_base;3176.00;10.00;1294.00;-2.36;7452
909;naval_base;3167.00;10.10;1298.00;-4.17;7452
909;naval_base;3163.00;9.50;1304.00;1.57;7452
909;naval_base;3133.00;9.50;1299.00;-2.36;5913
909;naval_base;3147.00;9.50;1294.00;-0.24;5913
909;naval_base;3154.00;9.80;1294.00;-0.46;5913
909;bunker;3139.00;11.38;1298.00;0.02;0
909;bunker;3146.00;12.88;1303.00;1.58;0
909;bunker;3163.00;9.65;1292.00;4.24;0
909;bunker;3152.00;14.15;1300.00;0.62;0
909;bunker;3153.00;13.28;1298.00;3.64;0
909;bunker;3169.00;11.40;1303.00;4.84;0
909;bunker;3139.00;11.88;1300.00;2.69;0
909;bunker;3157.00;12.10;1300.00;0.53;0
909;coastal_bunker;3167.00;10.12;1305.00;-2.36;0
909;coastal_bunker;3158.00;9.50;1293.00;-0.79;0
909;coastal_bunker;3162.00;10.05;1300.00;1.57;0
909;coastal_bunker;3136.00;10.20;1303.00;-2.36;0
909;coastal_bunker;3143.00;9.50;1293.00;-0.24;0
909;coastal_bunker;3150.00;9.50;1294.00;-0.46;0
909;dockyard;3131.00;9.53;1303.00;-2.36;0
909;anti_air_building;3176.00;11.60;1298.00;2.24;0
909;anti_air_building;3138.00;10.38;1295.00;3.80;0
909;anti_air_building;3146.00;12.75;1302.00;1.64;0
909;synthetic_refinery;3165.00;10.65;1297.00;4.31;0
909;fuel_silo;3136.00;11.38;1298.00;5.87;0
909;radar_station;3161.00;11.60;1297.00;5.13;0
909;rocket_site;3164.00;9.75;1292.00;4.91;0
909;nuclear_reactor;3142.00;11.80;1302.00;2.75;0
910;arms_factory;3149.00;10.40;1320.00;4.17;0
910;arms_factory;3155.00;9.98;1319.00;2.01;0
910;arms_factory;3161.00;10.53;1319.00;4.68;0
910;arms_factory;3152.00;9.80;1311.00;1.41;0
910;arms_factory;3153.00;9.80;1310.00;2.62;0
910;arms_factory;3151.00;9.82;1311.00;0.46;0
910;industrial_complex;3157.00;9.80;1317.00;3.12;0
910;industrial_complex;3155.00;10.35;1308.00;4.68;0
910;industrial_complex;3157.00;9.80;1316.00;1.07;0
910;industrial_complex;3152.00;10.25;1320.00;5.19;0
910;industrial_complex;3158.00;10.32;1320.00;1.57;0
910;industrial_complex;3150.00;10.32;1320.00;3.13;0
910;air_base;3157.00;10.60;1306.00;0.97;0
910;supply_node;3158.00;9.80;1312.00;5.41;0
910;supply_node;3154.56;10.10;1319.58;2.96;0
910;supply_node;3146.00;9.82;1316.00;4.64;0
910;supply_node;3151.76;9.80;1311.15;1.30;0
910;supply_node;3156.70;10.70;1305.75;-0.72;0
910;supply_node;3145.00;12.07;1308.00;0.53;0
910;supply_node;3140.00;12.38;1315.00;3.47;0
910;supply_node;3153.44;9.80;1315.80;4.45;0
910;naval_base;3162.99;9.70;1310.50;0.67;7452
910;naval_base;3163.00;10.03;1307.00;1.57;7452
910;naval_base;3161.00;10.05;1321.00;-4.57;7452
910;naval_base;3163.00;10.55;1316.00;-4.04;7452
910;bunker;3159.00;10.18;1310.00;5.36;0
910;bunker;3143.00;11.00;1315.00;3.20;0
910;bunker;3146.00;10.60;1312.00;5.86;0
910;bunker;3149.00;9.88;1318.00;2.24;0
910;bunker;3142.00;12.10;1311.00;3.80;0
910;bunker;3150.00;9.80;1317.00;1.64;0
910;bunker;3156.00;9.80;1315.00;4.31;0
910;bunker;3164.00;10.68;1313.00;5.87;0
910;bunker;3159.00;10.78;1307.00;3.71;0
910;coastal_bunker;3162.00;10.48;1311.00;1.57;0
910;coastal_bunker;3162.00;10.62;1317.00;-4.04;0
910;coastal_bunker;3159.00;10.45;1322.00;-4.57;0
910;coastal_bunker;3162.00;10.48;1307.00;1.57;0
910;dockyard;3168.00;9.50;1308.00;1.57;0
910;anti_air_building;3143.00;11.95;1310.00;1.20;0
910;anti_air_building;3149.00;12.38;1307.00;2.76;0
910;anti_air_building;3163.00;10.95;1314.00;5.42;0
910;synthetic_refinery;3156.00;9.80;1314.00;3.27;0
910;fuel_silo;3162.00;10.57;1314.00;5.93;0
910;radar_station;3157.00;9.80;1315.00;4.61;0
910;rocket_site;3150.00;9.80;1315.00;3.87;0
910;nuclear_reactor;3147.00;9.78;1316.00;1.71;0
911;arms_factory;3127.00;9.78;1291.00;3.13;0
911;arms_factory;3116.29;9.50;1310.37;0.97;0
911;arms_factory;3114.91;9.50;1311.59;2.17;0
911;arms_factory;3118.00;9.53;1310.00;0.02;0
911;arms_factory;3115.49;9.70;1318.66;1.58;0
911;arms_factory;3114.35;9.70;1319.75;4.24;0
911;industrial_complex;3113.83;9.60;1314.41;0.62;0
911;industrial_complex;3114.66;9.60;1312.47;3.64;0
911;industrial_complex;3113.07;9.50;1313.61;4.84;0
911;industrial_complex;3112.60;9.50;1314.68;2.69;0
911;industrial_complex;3114.88;9.70;1313.21;0.53;0
911;industrial_complex;3126.00;9.57;1290.00;2.09;0
911;air_base;3113.28;9.70;1318.30;3.85;0
911;supply_node;3127.00;9.65;1290.00;3.42;0
911;supply_node;3114.00;9.60;1314.00;0.08;0
911;naval_base;3119.00;9.50;1313.00;-3.93;5864
911;naval_base;3128.00;9.50;1301.00;-3.14;5913
911;bunker;3127.00;9.78;1291.00;5.86;0
911;bunker;3112.00;9.68;1318.00;2.24;0
911;coastal_bunker;3110.09;9.50;1317.44;-1.95;0
911;coastal_bunker;3124.03;9.50;1292.36;-2.44;0
911;dockyard;3116.00;9.50;1318.00;-3.93;0
911;anti_air_building;3117.61;9.60;1310.21;2.47;0
911;anti_air_building;3114.08;9.70;1319.32;0.13;0
911;anti_air_building;3126.56;9.70;1290.68;1.81;0
911;synthetic_refinery;3113.00;9.70;1317.00;2.75;0
911;fuel_silo;3114.00;9.68;1318.00;4.32;0
911;rocket_site;3126.00;9.57;1290.00;3.36;0
911;nuclear_reactor;3114.00;9.70;1319.00;1.20;0
911;floating_harbor;3110.38;9.50;1293.23;-4.07;1106
916;arms_factory;3199.00;9.50;1278.00;3.20;0
916;arms_factory;3187.00;9.53;1262.00;5.86;0
916;arms_factory;3204.00;9.65;1269.00;2.24;0
916;arms_factory;3187.00;9.53;1262.00;3.80;0
916;arms_factory;3204.00;9.57;1268.00;1.64;0
916;arms_factory;3185.00;9.60;1280.00;4.31;0
916;industrial_complex;3204.00;9.57;1268.00;5.87;0
916;industrial_complex;3185.00;9.60;1280.00;3.71;0
916;industrial_complex;3188.00;9.55;1262.00;4.91;0
916;industrial_complex;3199.00;9.50;1278.00;2.75;0
916;industrial_complex;3188.00;9.55;1262.00;4.32;0
916;industrial_complex;3204.00;9.57;1268.00;2.16;0
916;air_base;3204.00;9.57;1268.00;3.36;0
916;naval_base;3197.09;9.50;1268.61;0.77;6801
916;bunker;3204.00;9.65;1269.00;5.42;0
916;coastal_bunker;3195.00;9.50;1282.00;1.30;0
916;dockyard;3185.00;9.50;1274.00;-2.23;0
916;anti_air_building;3185.00;9.60;1280.00;1.21;0
